Title,Price_GBP,Rating,Availability,Subcategory,URL
13 Hours: The Inside Account of What Really Happened In Benghazi,Â27.06,1,In stock,Nonfiction,http://books.toscrape.com/catalogue/13-hours-the-inside-account-of-what-really-happened-in-benghazi_645/index.html
The Lonely City: Adventures in the Art of Being Alone,Â33.26,2,In stock,Nonfiction,http://books.toscrape.com/catalogue/the-lonely-city-adventures-in-the-art-of-being-alone_639/index.html
The Diary of a Young Girl,Â59.90,3,In stock,Nonfiction,http://books.toscrape.com/catalogue/the-diary-of-a-young-girl_634/index.html
Snatched: How A Drug Queen Went Undercover for the DEA and Was Kidnapped By Colombian Guerillas,Â21.21,3,In stock,Nonfiction,http://books.toscrape.com/catalogue/snatched-how-a-drug-queen-went-undercover-for-the-dea-and-was-kidnapped-by-colombian-guerillas_631/index.html
Furiously Happy: A Funny Book About Horrible Things,Â41.46,4,In stock,Nonfiction,http://books.toscrape.com/catalogue/furiously-happy-a-funny-book-about-horrible-things_619/index.html
"The Sleep Revolution: Transforming Your Life, One Night at a Time",Â11.68,4,In stock,Nonfiction,http://books.toscrape.com/catalogue/the-sleep-revolution-transforming-your-life-one-night-at-a-time_608/index.html
"Mother, Can You Not?",Â16.89,5,In stock,Nonfiction,http://books.toscrape.com/catalogue/mother-can-you-not_599/index.html
A Mother's Reckoning: Living in the Aftermath of Tragedy,Â19.53,3,In stock,Nonfiction,http://books.toscrape.com/catalogue/a-mothers-reckoning-living-in-the-aftermath-of-tragedy_585/index.html
"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",Â24.57,2,In stock,Nonfiction,http://books.toscrape.com/catalogue/10-happier-how-i-tamed-the-voice-in-my-head-reduced-stress-without-losing-my-edge-and-found-self-help-that-actually-works_582/index.html
Chernobyl 01:23:40: The Incredible True Story of the World's Worst Nuclear Disaster,Â35.92,2,In stock,Nonfiction,http://books.toscrape.com/catalogue/chernobyl-012340-the-incredible-true-story-of-the-worlds-worst-nuclear-disaster_560/index.html
"Zero to One: Notes on Startups, or How to Build the Future",Â34.06,3,In stock,Nonfiction,http://books.toscrape.com/catalogue/zero-to-one-notes-on-startups-or-how-to-build-the-future_555/index.html
Why Not Me?,Â17.76,1,In stock,Nonfiction,http://books.toscrape.com/catalogue/why-not-me_554/index.html
When Breath Becomes Air,Â39.36,2,In stock,Nonfiction,http://books.toscrape.com/catalogue/when-breath-becomes-air_553/index.html
"The Midnight Assassin: Panic, Scandal, and the Hunt for America's First Serial Killer",Â28.45,4,In stock,Nonfiction,http://books.toscrape.com/catalogue/the-midnight-assassin-panic-scandal-and-the-hunt-for-americas-first-serial-killer_549/index.html
Smarter Faster Better: The Secrets of Being Productive in Life and Business,Â38.89,5,In stock,Nonfiction,http://books.toscrape.com/catalogue/smarter-faster-better-the-secrets-of-being-productive-in-life-and-business_543/index.html
Rising Strong,Â21.82,3,In stock,Nonfiction,http://books.toscrape.com/catalogue/rising-strong_539/index.html
Man's Search for Meaning,Â29.48,3,In stock,Nonfiction,http://books.toscrape.com/catalogue/mans-search-for-meaning_533/index.html
"Love That Boy: What Two Presidents, Eight Road Trips, and My Son Taught Me About a Parent's Expectations",Â25.06,2,In stock,Nonfiction,http://books.toscrape.com/catalogue/love-that-boy-what-two-presidents-eight-road-trips-and-my-son-taught-me-about-a-parents-expectations_532/index.html
Living Forward: A Proven Plan to Stop Drifting and Get the Life You Want,Â12.55,3,In stock,Nonfiction,http://books.toscrape.com/catalogue/living-forward-a-proven-plan-to-stop-drifting-and-get-the-life-you-want_531/index.html
I Will Find You,Â44.21,1,In stock,Nonfiction,http://books.toscrape.com/catalogue/i-will-find-you_524/index.html
Brazen: The Courage to Find the You That's Been Hiding,Â19.22,2,In stock,Nonfiction,http://books.toscrape.com/catalogue/brazen-the-courage-to-find-the-you-thats-been-hiding_514/index.html
Between the World and Me,Â56.91,4,In stock,Nonfiction,http://books.toscrape.com/catalogue/between-the-world-and-me_513/index.html
Being Mortal: Medicine and What Matters in the End,Â55.06,4,In stock,Nonfiction,http://books.toscrape.com/catalogue/being-mortal-medicine-and-what-matters-in-the-end_512/index.html
"A Murder Over a Girl: Justice, Gender, Junior High",Â13.20,3,In stock,Nonfiction,http://books.toscrape.com/catalogue/a-murder-over-a-girl-justice-gender-junior-high_511/index.html
For the Love: Fighting for Grace in a World of Impossible Standards,Â45.13,3,In stock,Nonfiction,http://books.toscrape.com/catalogue/for-the-love-fighting-for-grace-in-a-world-of-impossible-standards_467/index.html
Finding God in the Ruins: How God Redeems Pain,Â46.64,2,In stock,Nonfiction,http://books.toscrape.com/catalogue/finding-god-in-the-ruins-how-god-redeems-pain_466/index.html
The Man Who Mistook His Wife for a Hat and Other Clinical Tales,Â59.45,4,In stock,Nonfiction,http://books.toscrape.com/catalogue/the-man-who-mistook-his-wife-for-a-hat-and-other-clinical-tales_451/index.html
In Cold Blood,Â49.98,4,In stock,Nonfiction,http://books.toscrape.com/catalogue/in-cold-blood_432/index.html
"Girl, Interrupted",Â42.14,3,In stock,Nonfiction,http://books.toscrape.com/catalogue/girl-interrupted_429/index.html
Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis,Â48.67,2,In stock,Nonfiction,http://books.toscrape.com/catalogue/why-save-the-bankers-and-other-essays-on-our-economic-and-political-crisis_418/index.html
Talking to Girls About Duran Duran: One Young Man's Quest for True Love and a Cooler Haircut,Â25.15,4,In stock,Nonfiction,http://books.toscrape.com/catalogue/talking-to-girls-about-duran-duran-one-young-mans-quest-for-true-love-and-a-cooler-haircut_394/index.html
My Mother Was Nuts,Â31.63,4,In stock,Nonfiction,http://books.toscrape.com/catalogue/my-mother-was-nuts_388/index.html
"Data, A Love Story: How I Gamed Online Dating to Meet My Match",Â32.35,3,In stock,Nonfiction,http://books.toscrape.com/catalogue/data-a-love-story-how-i-gamed-online-dating-to-meet-my-match_367/index.html
The Jazz of Physics: The Secret Link Between Music and the Structure of the Universe,Â38.71,3,In stock,Nonfiction,http://books.toscrape.com/catalogue/the-jazz-of-physics-the-secret-link-between-music-and-the-structure-of-the-universe_350/index.html
The Gunning of America: Business and the Making of American Gun Culture,Â16.81,4,In stock,Nonfiction,http://books.toscrape.com/catalogue/the-gunning-of-america-business-and-the-making-of-american-gun-culture_347/index.html
The Geography of Bliss: One Grump's Search for the Happiest Places in the World,Â28.23,2,In stock,Nonfiction,http://books.toscrape.com/catalogue/the-geography-of-bliss-one-grumps-search-for-the-happiest-places-in-the-world_346/index.html
God Is Not Great: How Religion Poisons Everything,Â27.80,1,In stock,Nonfiction,http://books.toscrape.com/catalogue/god-is-not-great-how-religion-poisons-everything_323/index.html
We the People: The Modern-Day Figures Who Have Reshaped and Affirmed the Founding Fathers' Vision of America,Â31.95,3,In stock,Nonfiction,http://books.toscrape.com/catalogue/we-the-people-the-modern-day-figures-who-have-reshaped-and-affirmed-the-founding-fathers-vision-of-america_302/index.html
Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination,Â50.66,3,In stock,Nonfiction,http://books.toscrape.com/catalogue/very-good-lives-the-fringe-benefits-of-failure-and-the-importance-of-imagination_298/index.html
"Unstuffed: Decluttering Your Home, Mind, and Soul",Â58.09,1,In stock,Nonfiction,http://books.toscrape.com/catalogue/unstuffed-decluttering-your-home-mind-and-soul_296/index.html
Under the Banner of Heaven: A Story of Violent Faith,Â30.00,1,In stock,Nonfiction,http://books.toscrape.com/catalogue/under-the-banner-of-heaven-a-story-of-violent-faith_295/index.html
"Trespassing Across America: One Man's Epic, Never-Done-Before (and Sort of Illegal) Hike Across the Heartland",Â53.51,1,In stock,Nonfiction,http://books.toscrape.com/catalogue/trespassing-across-america-one-mans-epic-never-done-before-and-sort-of-illegal-hike-across-the-heartland_291/index.html
The Name of God is Mercy,Â37.25,2,In stock,Nonfiction,http://books.toscrape.com/catalogue/the-name-of-god-is-mercy_264/index.html
Stiff: The Curious Lives of Human Cadavers,Â36.74,3,In stock,Nonfiction,http://books.toscrape.com/catalogue/stiff-the-curious-lives-of-human-cadavers_226/index.html
Spilled Milk: Based on a True Story,Â49.51,1,In stock,Nonfiction,http://books.toscrape.com/catalogue/spilled-milk-based-on-a-true-story_225/index.html
"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",Â41.67,4,In stock,Nonfiction,http://books.toscrape.com/catalogue/rise-of-the-rocket-girls-the-women-who-propelled-us-from-missiles-to-the-moon-to-mars_213/index.html
Outliers: The Story of Success,Â14.16,1,In stock,Nonfiction,http://books.toscrape.com/catalogue/outliers-the-story-of-success_204/index.html
Notes from a Small Island (Notes From a Small Island #1),Â40.17,1,In stock,Nonfiction,http://books.toscrape.com/catalogue/notes-from-a-small-island-notes-from-a-small-island-1_200/index.html
Night (The Night Trilogy #1),Â13.51,1,In stock,Nonfiction,http://books.toscrape.com/catalogue/night-the-night-trilogy-1_199/index.html
"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing",Â57.83,1,In stock,Nonfiction,http://books.toscrape.com/catalogue/miracles-from-heaven-a-little-girl-her-journey-to-heaven-and-her-amazing-story-of-healing_195/index.html
Letter to a Christian Nation,Â22.20,1,In stock,Nonfiction,http://books.toscrape.com/catalogue/letter-to-a-christian-nation_186/index.html
Let's Pretend This Never Happened: A Mostly True Memoir,Â45.11,1,In stock,Nonfiction,http://books.toscrape.com/catalogue/lets-pretend-this-never-happened-a-mostly-true-memoir_185/index.html
It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,Â42.38,1,In stock,Nonfiction,http://books.toscrape.com/catalogue/its-never-too-late-to-begin-again-discovering-creativity-and-meaning-at-midlife-and-beyond_179/index.html
Into the Wild,Â56.70,5,In stock,Nonfiction,http://books.toscrape.com/catalogue/into-the-wild_177/index.html
"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",Â28.85,3,In stock,Nonfiction,http://books.toscrape.com/catalogue/in-the-garden-of-beasts-love-terror-and-an-american-family-in-hitlers-berlin_175/index.html
I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,Â28.88,2,In stock,Nonfiction,http://books.toscrape.com/catalogue/i-am-malala-the-girl-who-stood-up-for-education-and-was-shot-by-the-taliban_172/index.html
Gratitude,Â26.66,5,In stock,Nonfiction,http://books.toscrape.com/catalogue/gratitude_163/index.html
Disrupted: My Misadventure in the Start-Up Bubble,Â15.28,5,In stock,Nonfiction,http://books.toscrape.com/catalogue/disrupted-my-misadventure-in-the-start-up-bubble_148/index.html
Brave Enough,Â51.32,5,In stock,Nonfiction,http://books.toscrape.com/catalogue/brave-enough_135/index.html
"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",Â27.35,2,In stock,Nonfiction,http://books.toscrape.com/catalogue/born-to-run-a-hidden-tribe-superathletes-and-the-greatest-race-the-world-has-never-seen_133/index.html
Blink: The Power of Thinking Without Thinking,Â21.74,5,In stock,Nonfiction,http://books.toscrape.com/catalogue/blink-the-power-of-thinking-without-thinking_132/index.html
Black Flags: The Rise of ISIS,Â40.87,1,In stock,Nonfiction,http://books.toscrape.com/catalogue/black-flags-the-rise-of-isis_131/index.html
Are We Smart Enough to Know How Smart Animals Are?,Â56.58,1,In stock,Nonfiction,http://books.toscrape.com/catalogue/are-we-smart-enough-to-know-how-smart-animals-are_121/index.html
A Walk in the Woods: Rediscovering America on the Appalachian Trail,Â30.48,4,In stock,Nonfiction,http://books.toscrape.com/catalogue/a-walk-in-the-woods-rediscovering-america-on-the-appalachian-trail_118/index.html
"The Suffragettes (Little Black Classics, #96)",Â11.89,2,In stock,Nonfiction,http://books.toscrape.com/catalogue/the-suffragettes-little-black-classics-96_112/index.html
Kindle Paperwhite User's Guide,Â34.00,3,In stock,Nonfiction,http://books.toscrape.com/catalogue/kindle-paperwhite-users-guide_103/index.html
H is for Hawk,Â57.42,5,In stock,Nonfiction,http://books.toscrape.com/catalogue/h-is-for-hawk_102/index.html
Travels with Charley: In Search of America,Â57.82,5,In stock,Nonfiction,http://books.toscrape.com/catalogue/travels-with-charley-in-search-of-america_90/index.html
The Tumor,Â41.56,5,In stock,Nonfiction,http://books.toscrape.com/catalogue/the-tumor_85/index.html
The End of the Jesus Era (An Investigation #1),Â14.40,1,In stock,Nonfiction,http://books.toscrape.com/catalogue/the-end-of-the-jesus-era-an-investigation-1_64/index.html
"Eat, Pray, Love",Â51.32,3,In stock,Nonfiction,http://books.toscrape.com/catalogue/eat-pray-love_16/index.html
Rip it Up and Start Again,Â35.02,5,In stock,Music,http://books.toscrape.com/catalogue/rip-it-up-and-start-again_986/index.html
"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",Â57.25,3,In stock,Music,http://books.toscrape.com/catalogue/our-band-could-be-your-life-scenes-from-the-american-indie-underground-1981-1991_985/index.html
How Music Works,Â37.32,2,In stock,Music,http://books.toscrape.com/catalogue/how-music-works_979/index.html
Love Is a Mix Tape (Music #1),Â18.03,1,In stock,Music,http://books.toscrape.com/catalogue/love-is-a-mix-tape-music-1_711/index.html
Please Kill Me: The Uncensored Oral History of Punk,Â31.19,4,In stock,Music,http://books.toscrape.com/catalogue/please-kill-me-the-uncensored-oral-history-of-punk_537/index.html
Kill 'Em and Leave: Searching for James Brown and the American Soul,Â45.05,5,In stock,Music,http://books.toscrape.com/catalogue/kill-em-and-leave-searching-for-james-brown-and-the-american-soul_528/index.html
"Chronicles, Vol. 1",Â52.60,2,In stock,Music,http://books.toscrape.com/catalogue/chronicles-vol-1_462/index.html
This Is Your Brain on Music: The Science of a Human Obsession,Â38.40,1,In stock,Music,http://books.toscrape.com/catalogue/this-is-your-brain-on-music-the-science-of-a-human-obsession_414/index.html
"Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors",Â12.36,3,In stock,Music,http://books.toscrape.com/catalogue/orchestra-of-exiles-the-story-of-bronislaw-huberman-the-israel-philharmonic-and-the-one-thousand-jews-he-saved-from-nazi-horrors_337/index.html
No One Here Gets Out Alive,Â20.02,5,In stock,Music,http://books.toscrape.com/catalogue/no-one-here-gets-out-alive_336/index.html
Life,Â31.58,5,In stock,Music,http://books.toscrape.com/catalogue/life_104/index.html
Old Records Never Die: One Man's Quest for His Vinyl and His Past,Â55.66,2,In stock,Music,http://books.toscrape.com/catalogue/old-records-never-die-one-mans-quest-for-his-vinyl-and-his-past_39/index.html
Forever Rockers (The Rocker #12),Â28.80,3,In stock,Music,http://books.toscrape.com/catalogue/forever-rockers-the-rocker-12_19/index.html
"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",Â17.93,3,In stock,Default,http://books.toscrape.com/catalogue/the-coming-woman-a-novel-based-on-the-life-of-the-infamous-feminist-victoria-woodhull_993/index.html
The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Â22.60,4,In stock,Default,http://books.toscrape.com/catalogue/the-boys-in-the-boat-nine-americans-and-their-epic-quest-for-gold-at-the-1936-berlin-olympics_992/index.html
"Starving Hearts (Triangular Trade Trilogy, #1)",Â13.99,2,In stock,Default,http://books.toscrape.com/catalogue/starving-hearts-triangular-trade-trilogy-1_990/index.html
America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana,Â22.50,3,In stock,Default,http://books.toscrape.com/catalogue/americas-cradle-of-quarterbacks-western-pennsylvanias-football-factory-from-johnny-unitas-to-joe-montana_974/index.html
Aladdin and His Wonderful Lamp,Â53.13,3,In stock,Default,http://books.toscrape.com/catalogue/aladdin-and-his-wonderful-lamp_973/index.html
Penny Maybe,Â33.29,3,In stock,Default,http://books.toscrape.com/catalogue/penny-maybe_965/index.html
Maude (1883-1993):She Grew Up with the country,Â18.02,2,In stock,Default,http://books.toscrape.com/catalogue/maude-1883-1993she-grew-up-with-the-country_964/index.html
"The Inefficiency Assassin: Time Management Tactics for Working Smarter, Not Longer",Â20.59,5,In stock,Default,http://books.toscrape.com/catalogue/the-inefficiency-assassin-time-management-tactics-for-working-smarter-not-longer_935/index.html
Soul Reader,Â39.58,2,In stock,Default,http://books.toscrape.com/catalogue/soul-reader_926/index.html
Bossypants,Â49.46,2,In stock,Default,http://books.toscrape.com/catalogue/bossypants_883/index.html
A World of Flavor: Your Gluten Free Passport,Â42.95,1,In stock,Default,http://books.toscrape.com/catalogue/a-world-of-flavor-your-gluten-free-passport_879/index.html
"A Piece of Sky, a Grain of Rice: A Memoir in Four Meditations",Â56.76,5,In stock,Default,http://books.toscrape.com/catalogue/a-piece-of-sky-a-grain-of-rice-a-memoir-in-four-meditations_878/index.html
Tracing Numbers on a Train,Â41.60,3,In stock,Default,http://books.toscrape.com/catalogue/tracing-numbers-on-a-train_869/index.html
Thirteen Reasons Why,Â52.72,1,In stock,Default,http://books.toscrape.com/catalogue/thirteen-reasons-why_866/index.html
The Secret (The Secret #1),Â27.37,4,In stock,Default,http://books.toscrape.com/catalogue/the-secret-the-secret-1_859/index.html
The Psychopath Test: A Journey Through the Madness Industry,Â36.00,2,In stock,Default,http://books.toscrape.com/catalogue/the-psychopath-test-a-journey-through-the-madness-industry_857/index.html
The Kite Runner,Â41.82,4,In stock,Default,http://books.toscrape.com/catalogue/the-kite-runner_847/index.html
The Girl on the Train,Â55.02,2,In stock,Default,http://books.toscrape.com/catalogue/the-girl-on-the-train_844/index.html
The Emerald Mystery,Â23.15,2,In stock,Default,http://books.toscrape.com/catalogue/the-emerald-mystery_842/index.html
The Bridge to Consciousness: I'm Writing the Bridge Between Science and Our Old and New Beliefs.,Â32.00,3,In stock,Default,http://books.toscrape.com/catalogue/the-bridge-to-consciousness-im-writing-the-bridge-between-science-and-our-old-and-new-beliefs_840/index.html
The Art of War,Â33.34,5,In stock,Default,http://books.toscrape.com/catalogue/the-art-of-war_838/index.html
Secrets and Lace (Fatal Hearts #1),Â20.27,1,In stock,Default,http://books.toscrape.com/catalogue/secrets-and-lace-fatal-hearts-1_829/index.html
Romero and Juliet: A Tragic Tale of Love and Zombies,Â36.94,1,In stock,Default,http://books.toscrape.com/catalogue/romero-and-juliet-a-tragic-tale-of-love-and-zombies_827/index.html
Poses for Artists Volume 1 - Dynamic and Sitting Poses: An Essential Reference for Figure Drawing and the Human Form,Â41.06,1,In stock,Default,http://books.toscrape.com/catalogue/poses-for-artists-volume-1-dynamic-and-sitting-poses-an-essential-reference-for-figure-drawing-and-the-human-form_825/index.html
Miss Peregrineâs Home for Peculiar Children (Miss Peregrineâs Peculiar Children #1),Â10.76,1,In stock,Default,http://books.toscrape.com/catalogue/miss-peregrines-home-for-peculiar-children-miss-peregrines-peculiar-children-1_819/index.html
Large Print Heart of the Pride,Â19.15,2,In stock,Default,http://books.toscrape.com/catalogue/large-print-heart-of-the-pride_815/index.html
Grumbles,Â22.16,2,In stock,Default,http://books.toscrape.com/catalogue/grumbles_812/index.html
First Steps for New Christians (Print Edition),Â29.00,1,In stock,Default,http://books.toscrape.com/catalogue/first-steps-for-new-christians-print-edition_808/index.html
Eureka Trivia 6.0,Â54.59,4,In stock,Default,http://books.toscrape.com/catalogue/eureka-trivia-60_805/index.html
Drive: The Surprising Truth About What Motivates Us,Â34.95,4,In stock,Default,http://books.toscrape.com/catalogue/drive-the-surprising-truth-about-what-motivates-us_804/index.html
Done Rubbed Out (Reightman & Bailey #1),Â37.72,5,In stock,Default,http://books.toscrape.com/catalogue/done-rubbed-out-reightman-bailey-1_803/index.html
Beauty Restored (Riley Family Legacy Novellas #3),Â11.11,2,In stock,Default,http://books.toscrape.com/catalogue/beauty-restored-riley-family-legacy-novellas-3_794/index.html
Ayumi's Violin,Â15.48,2,In stock,Default,http://books.toscrape.com/catalogue/ayumis-violin_791/index.html
Anonymous,Â46.82,4,In stock,Default,http://books.toscrape.com/catalogue/anonymous_790/index.html
Amy Meets the Saints and Sages,Â18.46,3,In stock,Default,http://books.toscrape.com/catalogue/amy-meets-the-saints-and-sages_789/index.html
Amatus,Â50.54,5,In stock,Default,http://books.toscrape.com/catalogue/amatus_787/index.html
V for Vendetta (V for Vendetta Complete),Â37.10,4,In stock,Default,http://books.toscrape.com/catalogue/v-for-vendetta-v-for-vendetta-complete_776/index.html
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Â45.95,2,In stock,Default,http://books.toscrape.com/catalogue/unbroken-a-world-war-ii-story-of-survival-resilience-and-redemption_774/index.html
The Wright Brothers,Â56.80,4,In stock,Default,http://books.toscrape.com/catalogue/the-wright-brothers_769/index.html
The Songs of the Gods,Â44.48,5,In stock,Default,http://books.toscrape.com/catalogue/the-songs-of-the-gods_763/index.html
The Rosie Project (Don Tillman #1),Â54.04,1,In stock,Default,http://books.toscrape.com/catalogue/the-rosie-project-don-tillman-1_761/index.html
The Power of Habit: Why We Do What We Do in Life and Business,Â16.88,3,In stock,Default,http://books.toscrape.com/catalogue/the-power-of-habit-why-we-do-what-we-do-in-life-and-business_760/index.html
Steve Jobs,Â39.50,5,In stock,Default,http://books.toscrape.com/catalogue/steve-jobs_737/index.html
Luckiest Girl Alive,Â49.83,3,In stock,Default,http://books.toscrape.com/catalogue/luckiest-girl-alive_713/index.html
"Living Leadership by Insight: A Good Leader Achieves, a Great Leader Builds Monuments",Â46.91,4,In stock,Default,http://books.toscrape.com/catalogue/living-leadership-by-insight-a-good-leader-achieves-a-great-leader-builds-monuments_709/index.html
Lady Midnight (The Dark Artifices #1),Â16.28,5,In stock,Default,http://books.toscrape.com/catalogue/lady-midnight-the-dark-artifices-1_707/index.html
"Hush, Hush (Hush, Hush #1)",Â47.02,3,In stock,Default,http://books.toscrape.com/catalogue/hush-hush-hush-hush-1_701/index.html
Greek Mythic History,Â10.23,5,In stock,Default,http://books.toscrape.com/catalogue/greek-mythic-history_698/index.html
Every Last Word,Â46.47,3,In stock,Default,http://books.toscrape.com/catalogue/every-last-word_693/index.html
Daily Fantasy Sports,Â36.58,1,In stock,Default,http://books.toscrape.com/catalogue/daily-fantasy-sports_683/index.html
Clockwork Angel (The Infernal Devices #1),Â44.14,1,In stock,Default,http://books.toscrape.com/catalogue/clockwork-angel-the-infernal-devices-1_679/index.html
City of Fallen Angels (The Mortal Instruments #4),Â11.23,4,In stock,Default,http://books.toscrape.com/catalogue/city-of-fallen-angels-the-mortal-instruments-4_677/index.html
City of Bones (The Mortal Instruments #1),Â43.28,1,In stock,Default,http://books.toscrape.com/catalogue/city-of-bones-the-mortal-instruments-1_676/index.html
City of Ashes (The Mortal Instruments #2),Â47.27,1,In stock,Default,http://books.toscrape.com/catalogue/city-of-ashes-the-mortal-instruments-2_675/index.html
"Carry On, Warrior: Thoughts on Life Unarmed",Â31.85,3,In stock,Default,http://books.toscrape.com/catalogue/carry-on-warrior-thoughts-on-life-unarmed_672/index.html
Carrie,Â46.23,2,In stock,Default,http://books.toscrape.com/catalogue/carrie_671/index.html
Angels & Demons (Robert Langdon #1),Â51.48,3,In stock,Default,http://books.toscrape.com/catalogue/angels-demons-robert-langdon-1_661/index.html
"The Three Searches, Meaning, and the Story",Â13.33,3,In stock,Default,http://books.toscrape.com/catalogue/the-three-searches-meaning-and-the-story_649/index.html
Raspberry Pi Electronics Projects for the Evil Genius,Â49.67,4,In stock,Default,http://books.toscrape.com/catalogue/raspberry-pi-electronics-projects-for-the-evil-genius_630/index.html
How to Speak Golf: An Illustrated Guide to Links Lingo,Â58.32,5,In stock,Default,http://books.toscrape.com/catalogue/how-to-speak-golf-an-illustrated-guide-to-links-lingo_621/index.html
Eleanor & Park,Â56.51,5,In stock,Default,http://books.toscrape.com/catalogue/eleanor-park_616/index.html
Troublemaker: Surviving Hollywood and Scientology,Â48.39,2,In stock,Default,http://books.toscrape.com/catalogue/troublemaker-surviving-hollywood-and-scientology_610/index.html
Adultery,Â20.88,5,In stock,Default,http://books.toscrape.com/catalogue/adultery_586/index.html
Unlimited Intuition Now,Â58.87,4,In stock,Default,http://books.toscrape.com/catalogue/unlimited-intuition-now_578/index.html
Underlying Notes,Â11.82,2,In stock,Default,http://books.toscrape.com/catalogue/underlying-notes_577/index.html
The New Brand You: Your New Image Makes the Sale for You,Â44.05,5,In stock,Default,http://books.toscrape.com/catalogue/the-new-brand-you-your-new-image-makes-the-sale-for-you_575/index.html
The Flowers Lied,Â16.68,2,In stock,Default,http://books.toscrape.com/catalogue/the-flowers-lied_573/index.html
"NaNo What Now? Finding your editing process, revising your NaNoWriMo book and building a writing career through publishing and beyond",Â10.41,4,In stock,Default,http://books.toscrape.com/catalogue/nano-what-now-finding-your-editing-process-revising-your-nanowrimo-book-and-building-a-writing-career-through-publishing-and-beyond_566/index.html
Modern Day Fables,Â47.44,2,In stock,Default,http://books.toscrape.com/catalogue/modern-day-fables_565/index.html
The Unlikely Pilgrimage of Harold Fry (Harold Fry #1),Â43.62,5,In stock,Default,http://books.toscrape.com/catalogue/the-unlikely-pilgrimage-of-harold-fry-harold-fry-1_551/index.html
The Martian (The Martian #1),Â41.39,2,In stock,Default,http://books.toscrape.com/catalogue/the-martian-the-martian-1_548/index.html
Left Behind (Left Behind #1),Â40.72,2,In stock,Default,http://books.toscrape.com/catalogue/left-behind-left-behind-1_529/index.html
John Vassos: Industrial Design for Modern Life,Â20.22,4,In stock,Default,http://books.toscrape.com/catalogue/john-vassos-industrial-design-for-modern-life_526/index.html
I'll Give You the Sun,Â56.48,1,In stock,Default,http://books.toscrape.com/catalogue/ill-give-you-the-sun_525/index.html
Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,Â52.86,2,In stock,Default,http://books.toscrape.com/catalogue/heaven-is-for-real-a-little-boys-astounding-story-of-his-trip-to-heaven-and-back_520/index.html
Ender's Game (The Ender Quintet #1),Â43.64,1,In stock,Default,http://books.toscrape.com/catalogue/enders-game-the-ender-quintet-1_518/index.html
Death by Leisure: A Cautionary Tale,Â37.51,4,In stock,Default,http://books.toscrape.com/catalogue/death-by-leisure-a-cautionary-tale_516/index.html
Wildlife of New York: A Five-Borough Coloring Book,Â22.14,2,In stock,Default,http://books.toscrape.com/catalogue/wildlife-of-new-york-a-five-borough-coloring-book_507/index.html
The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,Â34.72,1,In stock,Default,http://books.toscrape.com/catalogue/the-year-of-living-biblically-one-mans-humble-quest-to-follow-the-bible-as-literally-as-possible_502/index.html
The Great Gatsby,Â36.05,4,In stock,Default,http://books.toscrape.com/catalogue/the-great-gatsby_498/index.html
The Good Girl,Â49.03,3,In stock,Default,http://books.toscrape.com/catalogue/the-good-girl_497/index.html
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Â33.17,4,In stock,Default,http://books.toscrape.com/catalogue/the-7-habits-of-highly-effective-people-powerful-lessons-in-personal-change_489/index.html
Steal Like an Artist: 10 Things Nobody Told You About Being Creative,Â20.90,2,In stock,Default,http://books.toscrape.com/catalogue/steal-like-an-artist-10-things-nobody-told-you-about-being-creative_487/index.html
Life of Pi,Â13.22,4,In stock,Default,http://books.toscrape.com/catalogue/life-of-pi_475/index.html
The Sound Of Love,Â57.84,5,In stock,Default,http://books.toscrape.com/catalogue/the-sound-of-love_455/index.html
The Perks of Being a Wallflower,Â55.02,3,In stock,Default,http://books.toscrape.com/catalogue/the-perks-of-being-a-wallflower_453/index.html
The Makings of a Fatherless Child,Â31.58,2,In stock,Default,http://books.toscrape.com/catalogue/the-makings-of-a-fatherless-child_450/index.html
The Hobbit (Middle-Earth Universe),Â17.80,5,In stock,Default,http://books.toscrape.com/catalogue/the-hobbit-middle-earth-universe_447/index.html
